générateur,ordinateur,31
agrégateur,ordinateur,30
publipostage,ordinateur,30
antivirus,ordinateur,26
composeur,ordinateur,26
abandogiciel,ordinateur,28
agenda électronique,ordinateur,40
pubiciel,ordinateur,27
désinstalleur,ordinateur,29
transpiler,ordinateur,31
autorépondeur,ordinateur,31
careware,ordinateur,28
MDA,ordinateur,37
utilitaire,ordinateur,35
anagrammeur,ordinateur,30
reposteur,ordinateur,31
coupefeu,ordinateur,28
démo,ordinateur,27
serveur web,ordinateur,39
annonciel,ordinateur,39
concordancier,ordinateur,40
détecteur de virus,ordinateur,28
chiffrier,ordinateur,26
isolateur,ordinateur,34
révision,ordinateur,34
cheval de Troie,ordinateur,35
attaging,ordinateur,34
dérawtiseur,ordinateur,31
filtre de traitement d'image,ordinateur,28
profileur,ordinateur,31
antirobot,ordinateur,29
anti-virus,ordinateur,26
graphiste,ordinateur,35
anti-spam,ordinateur,28
Video Random Access Memory,ordinateur,32
VRAM,ordinateur,13
Logiciel portable,ordinateur,38
teamspeak,ordinateur,28
microgiciel,ordinateur,46
serveur Web,ordinateur,39
anti-bot,ordinateur,29
packer,ordinateur,34
empaqueteur,ordinateur,15
processus,ordinateur,31
puce,ordinateur,36
pilote,ordinateur,15
bouton,ordinateur,31
client,ordinateur,15
bot,ordinateur,22
logiciel de dessin,ordinateur,40
serveur,ordinateur,28
chat,ordinateur,29
correcteur,ordinateur,29
logiciel de retouche d'image,ordinateur,32
serveur de messagerie électronique,ordinateur,39
lecteur de nouvelles,ordinateur,34
visionneuse,ordinateur,32
viewer,ordinateur,28
ICQ,ordinateur,30
éditeur HTML,ordinateur,35
éditeur Web,ordinateur,38
Google Earth,ordinateur,37
jeu vidéo éducatif,ordinateur,28
CATIA,ordinateur,27
client HTTP,ordinateur,41
make,ordinateur,45
makefile,ordinateur,28
logiciel utilitaire,ordinateur,29
programme utilitaire,ordinateur,32
clavier virtuel,ordinateur,40
clavier visuel,ordinateur,35
groupware,ordinateur,30
logiciel de groupe,ordinateur,28
Corto,ordinateur,29
cartographie dynamique des risques et de la criminalité,ordinateur,31
outil d'aide à la décision,ordinateur,28
Cisco Unified Communications Manager,ordinateur,31
éditeur hexadécimal,ordinateur,34
environnement d'exécution,ordinateur,28
runtime,ordinateur,34
Adobe Atmosphere,ordinateur,29
moteur de wiki,ordinateur,32
Shane's Chess Information Database,ordinateur,28
conjugueur,ordinateur,35
débogueur,ordinateur,34
configurateur,ordinateur,35
Singular,ordinateur,34
Marble,ordinateur,31
Puppet,ordinateur,29
QuarkXPress,ordinateur,27
Flight Simulator,ordinateur,32
U-Boot,ordinateur,35
Das U-Boot,ordinateur,31
SourceForge,ordinateur,35
Moment of Inspiration,ordinateur,29
analyseur d'espace disque,ordinateur,28
analyseur d'utilisation de disque,ordinateur,34
agent,ordinateur,35
agent logiciel,ordinateur,35
Beagle,ordinateur,34
Ghost,ordinateur,28
Adobe Flash,ordinateur,32
Flash,ordinateur,34
Macromedia Flash,ordinateur,26
Fing,ordinateur,35
Chandler,ordinateur,32
Kat,ordinateur,29
Nokia Sensor,ordinateur,29
simulateur électronique,ordinateur,26
Numbers,ordinateur,29
moteur d'inférence,ordinateur,31
assistant personnel intelligent,ordinateur,31
Show and Tell,ordinateur,32
applet,ordinateur,35
middleware,ordinateur,29
logiciel spécifique,ordinateur,31
Orange,ordinateur,26
logiciel multiplate-forme,ordinateur,34
pokerbot,ordinateur,28
Abi prism collection,ordinateur,27
multiplateforme,ordinateur,99
éditeur de niveau,ordinateur,35
Antidote,ordinateur,30
logiciel de compression de données,ordinateur,35
Google Refine,ordinateur,28
ccache,ordinateur,26
Grub,ordinateur,26
OpenRefine,ordinateur,34
