term_1,relation_type,term_2,relation_type,term_2,donc,term_1,relation_type,term_2
yogourt,15,frigo,15,"chambre d'hôtel",donc,yogourt,15,"chambre d'hôtel"
yoghourt,15,frigo,15,"chambre d'hôtel",donc,yoghourt,15,"chambre d'hôtel"
yahourt,15,frigo,15,"chambre d'hôtel",donc,yahourt,15,"chambre d'hôtel"
zucchette,15,frigo,15,"chambre d'hôtel",donc,zucchette,15,"chambre d'hôtel"
victuailles,15,frigo,15,"chambre d'hôtel",donc,victuailles,15,"chambre d'hôtel"
coca,15,frigo,15,"chambre d'hôtel",donc,coca,15,"chambre d'hôtel"
provisions,15,frigo,15,"chambre d'hôtel",donc,provisions,15,"chambre d'hôtel"
laitage,15,frigo,15,"chambre d'hôtel",donc,laitage,15,"chambre d'hôtel"
"jus d'orange",15,frigo,15,"chambre d'hôtel",donc,"jus d'orange",15,"chambre d'hôtel"
"bac à légumes",15,frigo,15,"chambre d'hôtel",donc,"bac à légumes",15,"chambre d'hôtel"
tomates,15,frigo,15,"chambre d'hôtel",donc,tomates,15,"chambre d'hôtel"
bac,15,frigo,15,"chambre d'hôtel",donc,bac,15,"chambre d'hôtel"
vin,15,frigo,15,"chambre d'hôtel",donc,vin,15,"chambre d'hôtel"
carottes,15,frigo,15,"chambre d'hôtel",donc,carottes,15,"chambre d'hôtel"
jus,15,frigo,15,"chambre d'hôtel",donc,jus,15,"chambre d'hôtel"
étagère,15,frigo,15,"chambre d'hôtel",donc,étagère,15,"chambre d'hôtel"
glace,15,frigo,15,"chambre d'hôtel",donc,glace,15,"chambre d'hôtel"
mayonnaise,15,frigo,15,"chambre d'hôtel",donc,mayonnaise,15,"chambre d'hôtel"
fruits,15,frigo,15,"chambre d'hôtel",donc,fruits,15,"chambre d'hôtel"
oeufs,15,frigo,15,"chambre d'hôtel",donc,oeufs,15,"chambre d'hôtel"
légumes,15,frigo,15,"chambre d'hôtel",donc,légumes,15,"chambre d'hôtel"
jambon,15,frigo,15,"chambre d'hôtel",donc,jambon,15,"chambre d'hôtel"
givre,15,frigo,15,"chambre d'hôtel",donc,givre,15,"chambre d'hôtel"
eau,15,frigo,15,"chambre d'hôtel",donc,eau,15,"chambre d'hôtel"
restes,15,frigo,15,"chambre d'hôtel",donc,restes,15,"chambre d'hôtel"
légume,15,frigo,15,"chambre d'hôtel",donc,légume,15,"chambre d'hôtel"
oeuf,15,frigo,15,"chambre d'hôtel",donc,oeuf,15,"chambre d'hôtel"
conservation,15,frigo,15,"chambre d'hôtel",donc,conservation,15,"chambre d'hôtel"
"sauce piquante",15,frigo,15,"chambre d'hôtel",donc,"sauce piquante",15,"chambre d'hôtel"
"poisson pané",15,frigo,15,"chambre d'hôtel",donc,"poisson pané",15,"chambre d'hôtel"
andouille,15,frigo,15,"chambre d'hôtel",donc,andouille,15,"chambre d'hôtel"
chou-rave,15,frigo,15,"chambre d'hôtel",donc,chou-rave,15,"chambre d'hôtel"
volaille,15,frigo,15,"chambre d'hôtel",donc,volaille,15,"chambre d'hôtel"
"jus de pamplemousse",15,frigo,15,"chambre d'hôtel",donc,"jus de pamplemousse",15,"chambre d'hôtel"
"fondant au chocolat",15,frigo,15,"chambre d'hôtel",donc,"fondant au chocolat",15,"chambre d'hôtel"
"triple crème",15,frigo,15,"chambre d'hôtel",donc,"triple crème",15,"chambre d'hôtel"
"viande bovine",15,frigo,15,"chambre d'hôtel",donc,"viande bovine",15,"chambre d'hôtel"
"oeuf de poule",15,frigo,15,"chambre d'hôtel",donc,"oeuf de poule",15,"chambre d'hôtel"
"oeufs au lait",15,frigo,15,"chambre d'hôtel",donc,"oeufs au lait",15,"chambre d'hôtel"
"colonie bactérienne",15,frigo,15,"chambre d'hôtel",donc,"colonie bactérienne",15,"chambre d'hôtel"
Fuji,15,frigo,15,"chambre d'hôtel",donc,Fuji,15,"chambre d'hôtel"
décapode,15,frigo,15,"chambre d'hôtel",donc,décapode,15,"chambre d'hôtel"
"crustacé décapode",15,frigo,15,"chambre d'hôtel",donc,"crustacé décapode",15,"chambre d'hôtel"
"plat cuisiné surgelé",15,frigo,15,"chambre d'hôtel",donc,"plat cuisiné surgelé",15,"chambre d'hôtel"
"fromage râpé",15,frigo,15,"chambre d'hôtel",donc,"fromage râpé",15,"chambre d'hôtel"
piment,15,frigo,15,"chambre d'hôtel",donc,piment,15,"chambre d'hôtel"
"fromage à pâte molle à croûte lavée",15,frigo,15,"chambre d'hôtel",donc,"fromage à pâte molle à croûte lavée",15,"chambre d'hôtel"
plat,15,frigo,15,"chambre d'hôtel",donc,plat,15,"chambre d'hôtel"
framboise,15,frigo,15,"chambre d'hôtel",donc,framboise,15,"chambre d'hôtel"
"petit mot",15,frigo,15,"chambre d'hôtel",donc,"petit mot",15,"chambre d'hôtel"
post-it,15,frigo,15,"chambre d'hôtel",donc,post-it,15,"chambre d'hôtel"
dessins,15,frigo,15,"chambre d'hôtel",donc,dessins,15,"chambre d'hôtel"
aimant,15,frigo,15,"chambre d'hôtel",donc,aimant,15,"chambre d'hôtel"
glaçons,15,frigo,15,"chambre d'hôtel",donc,glaçons,15,"chambre d'hôtel"
coca-cola,15,frigo,15,"chambre d'hôtel",donc,coca-cola,15,"chambre d'hôtel"
charcuterie,15,frigo,15,"chambre d'hôtel",donc,charcuterie,15,"chambre d'hôtel"
Coca-Cola,15,frigo,15,"chambre d'hôtel",donc,Coca-Cola,15,"chambre d'hôtel"
pastèque,15,frigo,15,"chambre d'hôtel",donc,pastèque,15,"chambre d'hôtel"
paëlla,15,frigo,15,"chambre d'hôtel",donc,paëlla,15,"chambre d'hôtel"
paélia,15,frigo,15,"chambre d'hôtel",donc,paélia,15,"chambre d'hôtel"
paella,15,frigo,15,"chambre d'hôtel",donc,paella,15,"chambre d'hôtel"
pâtisserie,15,frigo,15,"chambre d'hôtel",donc,pâtisserie,15,"chambre d'hôtel"
"beurre demi-sel",15,frigo,15,"chambre d'hôtel",donc,"beurre demi-sel",15,"chambre d'hôtel"
"produit alimentaire",15,frigo,15,"chambre d'hôtel",donc,"produit alimentaire",15,"chambre d'hôtel"
"denrée alimentaire",15,frigo,15,"chambre d'hôtel",donc,"denrée alimentaire",15,"chambre d'hôtel"
escalope,15,frigo,15,"chambre d'hôtel",donc,escalope,15,"chambre d'hôtel"
cocacola,15,frigo,15,"chambre d'hôtel",donc,cocacola,15,"chambre d'hôtel"
"coca cola",15,frigo,15,"chambre d'hôtel",donc,"coca cola",15,"chambre d'hôtel"
"fromage au lait de vache",15,frigo,15,"chambre d'hôtel",donc,"fromage au lait de vache",15,"chambre d'hôtel"
"coeur de boeuf",15,frigo,15,"chambre d'hôtel",donc,"coeur de boeuf",15,"chambre d'hôtel"
"noire de Crimée",15,frigo,15,"chambre d'hôtel",donc,"noire de Crimée",15,"chambre d'hôtel"
"tomate Roma",15,frigo,15,"chambre d'hôtel",donc,"tomate Roma",15,"chambre d'hôtel"
"tomate coeur-de-boeuf",15,frigo,15,"chambre d'hôtel",donc,"tomate coeur-de-boeuf",15,"chambre d'hôtel"
"tomate coeur de boeuf",15,frigo,15,"chambre d'hôtel",donc,"tomate coeur de boeuf",15,"chambre d'hôtel"
"tomate verte",15,frigo,15,"chambre d'hôtel",donc,"tomate verte",15,"chambre d'hôtel"
"tomate ananas",15,frigo,15,"chambre d'hôtel",donc,"tomate ananas",15,"chambre d'hôtel"
mozza,15,frigo,15,"chambre d'hôtel",donc,mozza,15,"chambre d'hôtel"
"soda nature",15,frigo,15,"chambre d'hôtel",donc,"soda nature",15,"chambre d'hôtel"
mahonnaise,15,frigo,15,"chambre d'hôtel",donc,mahonnaise,15,"chambre d'hôtel"
magnonaise,15,frigo,15,"chambre d'hôtel",donc,magnonaise,15,"chambre d'hôtel"
mozzarelle,15,frigo,15,"chambre d'hôtel",donc,mozzarelle,15,"chambre d'hôtel"
yoghourth,15,frigo,15,"chambre d'hôtel",donc,yoghourth,15,"chambre d'hôtel"
"Noire de Crimée",15,frigo,15,"chambre d'hôtel",donc,"Noire de Crimée",15,"chambre d'hôtel"
"Triple crème",15,frigo,15,"chambre d'hôtel",donc,"Triple crème",15,"chambre d'hôtel"
"Sauce piquante",15,frigo,15,"chambre d'hôtel",donc,"Sauce piquante",15,"chambre d'hôtel"
"Coca cola",15,frigo,15,"chambre d'hôtel",donc,"Coca cola",15,"chambre d'hôtel"
"Coca Cola",15,frigo,15,"chambre d'hôtel",donc,"Coca Cola",15,"chambre d'hôtel"
steack,15,frigo,15,"chambre d'hôtel",donc,steack,15,"chambre d'hôtel"
milkshake,15,frigo,15,"chambre d'hôtel",donc,milkshake,15,"chambre d'hôtel"
"milk shake",15,frigo,15,"chambre d'hôtel",donc,"milk shake",15,"chambre d'hôtel"
saumon,15,frigo,15,"chambre d'hôtel",donc,saumon,15,"chambre d'hôtel"
mille-feuille,15,frigo,15,"chambre d'hôtel",donc,mille-feuille,15,"chambre d'hôtel"
sole,15,frigo,15,"chambre d'hôtel",donc,sole,15,"chambre d'hôtel"
avocat,15,frigo,15,"chambre d'hôtel",donc,avocat,15,"chambre d'hôtel"
seiche,15,frigo,15,"chambre d'hôtel",donc,seiche,15,"chambre d'hôtel"
vinaigrette,15,frigo,15,"chambre d'hôtel",donc,vinaigrette,15,"chambre d'hôtel"
buf,15,frigo,15,"chambre d'hôtel",donc,buf,15,"chambre d'hôtel"
boeuf,15,frigo,15,"chambre d'hôtel",donc,boeuf,15,"chambre d'hôtel"
beurrier,15,frigo,15,"chambre d'hôtel",donc,beurrier,15,"chambre d'hôtel"
bavette,15,frigo,15,"chambre d'hôtel",donc,bavette,15,"chambre d'hôtel"
"=fruit juice=",15,frigo,15,"chambre d'hôtel",donc,"=fruit juice=",15,"chambre d'hôtel"
=liver=,15,frigo,15,"chambre d'hôtel",donc,=liver=,15,"chambre d'hôtel"
=vegetables=,15,frigo,15,"chambre d'hôtel",donc,=vegetables=,15,"chambre d'hôtel"
"blanc de poulet",15,frigo,15,"chambre d'hôtel",donc,"blanc de poulet",15,"chambre d'hôtel"
"bouteille de lait",15,frigo,15,"chambre d'hôtel",donc,"bouteille de lait",15,"chambre d'hôtel"
uf,15,frigo,15,"chambre d'hôtel",donc,uf,15,"chambre d'hôtel"
"reste de plat",15,frigo,15,"chambre d'hôtel",donc,"reste de plat",15,"chambre d'hôtel"
"ingrédient de recette de cuisine",15,frigo,15,"chambre d'hôtel",donc,"ingrédient de recette de cuisine",15,"chambre d'hôtel"
=conservation=,15,frigo,15,"chambre d'hôtel",donc,=conservation=,15,"chambre d'hôtel"
"préparation culinaire",15,frigo,15,"chambre d'hôtel",donc,"préparation culinaire",15,"chambre d'hôtel"
morue,15,frigo,15,"chambre d'hôtel",donc,morue,15,"chambre d'hôtel"
bûche,15,frigo,15,"chambre d'hôtel",donc,bûche,15,"chambre d'hôtel"
cafard,15,frigo,15,"chambre d'hôtel",donc,cafard,15,"chambre d'hôtel"
blatte,15,frigo,15,"chambre d'hôtel",donc,blatte,15,"chambre d'hôtel"
farcissure,15,frigo,15,"chambre d'hôtel",donc,farcissure,15,"chambre d'hôtel"
=tomatoes=,15,frigo,15,"chambre d'hôtel",donc,=tomatoes=,15,"chambre d'hôtel"
"Fromage au lait de vache",15,frigo,15,"chambre d'hôtel",donc,"Fromage au lait de vache",15,"chambre d'hôtel"
froid,15,frigo,15,morgue,donc,froid,15,morgue
organe,15,frigo,15,morgue,donc,organe,15,morgue
tarte,15,frigo,15,morgue,donc,tarte,15,morgue
soda,15,frigo,15,morgue,donc,soda,15,morgue
gel,15,frigo,15,morgue,donc,gel,15,morgue
bière,15,frigo,15,morgue,donc,bière,15,morgue
aliment,15,frigo,15,morgue,donc,aliment,15,morgue
nourriture,15,frigo,15,morgue,donc,nourriture,15,morgue
"jus de fruit",15,frigo,15,morgue,donc,"jus de fruit",15,morgue
beurre,15,frigo,15,morgue,donc,beurre,15,morgue
boisson,15,frigo,15,morgue,donc,boisson,15,morgue
glaçon,15,frigo,15,morgue,donc,glaçon,15,morgue
yaourt,15,frigo,15,morgue,donc,yaourt,15,morgue
bouteille,15,frigo,15,morgue,donc,bouteille,15,morgue
fromage,15,frigo,15,morgue,donc,fromage,15,morgue
fruit,15,frigo,15,morgue,donc,fruit,15,morgue
citron,15,frigo,15,morgue,donc,citron,15,morgue
magnet,15,frigo,15,morgue,donc,magnet,15,morgue
crème,15,frigo,15,morgue,donc,crème,15,morgue
magnum,15,frigo,15,morgue,donc,magnum,15,morgue
schnaps,15,frigo,15,morgue,donc,schnaps,15,morgue
Chimay,15,frigo,15,morgue,donc,Chimay,15,morgue
rosé,15,frigo,15,morgue,donc,rosé,15,morgue
"plat cuisiné",15,frigo,15,morgue,donc,"plat cuisiné",15,morgue
brie,15,frigo,15,morgue,donc,brie,15,morgue
"mousse au chocolat",15,frigo,15,morgue,donc,"mousse au chocolat",15,morgue
"boisson froide",15,frigo,15,morgue,donc,"boisson froide",15,morgue
"bac à glace",15,frigo,15,morgue,donc,"bac à glace",15,morgue
tomate,15,frigo,15,morgue,donc,tomate,15,morgue
Mandrin,15,frigo,15,morgue,donc,Mandrin,15,morgue
lait,15,frigo,15,morgue,donc,lait,15,morgue
"fromage à raclette",15,frigo,15,morgue,donc,"fromage à raclette",15,morgue
poisson,15,frigo,15,morgue,donc,poisson,15,morgue
mozzarella,15,frigo,15,morgue,donc,mozzarella,15,morgue
"boisson fraîche",15,frigo,15,morgue,donc,"boisson fraîche",15,morgue
milk-shake,15,frigo,15,morgue,donc,milk-shake,15,morgue
"côte de porc",15,frigo,15,morgue,donc,"côte de porc",15,morgue
mâche,15,frigo,15,morgue,donc,mâche,15,morgue
"aliment contaminé",15,frigo,15,morgue,donc,"aliment contaminé",15,morgue
steak,15,frigo,15,morgue,donc,steak,15,morgue
dessert,15,frigo,15,morgue,donc,dessert,15,morgue
"tarte au citron",15,frigo,15,morgue,donc,"tarte au citron",15,morgue
"lait de vache",15,frigo,15,morgue,donc,"lait de vache",15,morgue
Orangina,15,frigo,15,morgue,donc,Orangina,15,morgue
"ingrédient de cuisine",15,frigo,15,morgue,donc,"ingrédient de cuisine",15,morgue
viande,15,frigo,15,morgue,donc,viande,15,morgue
"fruit à noyau",15,frigo,15,morgue,donc,"fruit à noyau",15,morgue
"boisson gazeuse",15,frigo,15,morgue,donc,"boisson gazeuse",15,morgue
orangeade,15,frigo,15,morgue,donc,orangeade,15,morgue
"viande de boeuf",15,frigo,15,morgue,donc,"viande de boeuf",15,morgue
truite,15,frigo,15,morgue,donc,truite,15,morgue
"truite de rivière",15,frigo,15,morgue,donc,"truite de rivière",15,morgue
"tranche de viande",15,frigo,15,morgue,donc,"tranche de viande",15,morgue
"produit laitier",15,frigo,15,morgue,donc,"produit laitier",15,morgue
Fanta,15,frigo,15,morgue,donc,Fanta,15,morgue
"crème fraîche",15,frigo,15,morgue,donc,"crème fraîche",15,morgue
"coeur de palmier",15,frigo,15,morgue,donc,"coeur de palmier",15,morgue
"fromage blanc",15,frigo,15,morgue,donc,"fromage blanc",15,morgue
"poisson séché",15,frigo,15,morgue,donc,"poisson séché",15,morgue
"thé glacé",15,frigo,15,morgue,donc,"thé glacé",15,morgue
camembert,15,frigo,15,morgue,donc,camembert,15,morgue
coeur,15,frigo,15,morgue,donc,coeur,15,morgue
maquereau,15,frigo,15,morgue,donc,maquereau,15,morgue
limonade,15,frigo,15,morgue,donc,limonade,15,morgue
"yaourt aux fruits",15,frigo,15,morgue,donc,"yaourt aux fruits",15,morgue
foie,15,frigo,15,morgue,donc,foie,15,morgue
salade,15,frigo,15,morgue,donc,salade,15,morgue
carpe,15,frigo,15,morgue,donc,carpe,15,morgue
poulet,15,frigo,15,morgue,donc,poulet,15,morgue
pâture,15,frigo,15,morgue,donc,pâture,15,morgue
"gruyère râpé",15,frigo,15,morgue,donc,"gruyère râpé",15,morgue
grenadine,15,frigo,15,morgue,donc,grenadine,15,morgue
zuchette,15,frigo,15,morgue,donc,zuchette,15,morgue
"bière anglaise",15,frigo,15,morgue,donc,"bière anglaise",15,morgue
"oeuf battu",15,frigo,15,morgue,donc,"oeuf battu",15,morgue
"oeuf cru",15,frigo,15,morgue,donc,"oeuf cru",15,morgue
"aliment industriel",15,frigo,15,morgue,donc,"aliment industriel",15,morgue
yogourt,15,frigo,15,morgue,donc,yogourt,15,morgue
yoghourt,15,frigo,15,morgue,donc,yoghourt,15,morgue
yahourt,15,frigo,15,morgue,donc,yahourt,15,morgue
zucchette,15,frigo,15,morgue,donc,zucchette,15,morgue
victuailles,15,frigo,15,morgue,donc,victuailles,15,morgue
coca,15,frigo,15,morgue,donc,coca,15,morgue
provisions,15,frigo,15,morgue,donc,provisions,15,morgue
laitage,15,frigo,15,morgue,donc,laitage,15,morgue
"jus d'orange",15,frigo,15,morgue,donc,"jus d'orange",15,morgue
"bac à légumes",15,frigo,15,morgue,donc,"bac à légumes",15,morgue
tomates,15,frigo,15,morgue,donc,tomates,15,morgue
bac,15,frigo,15,morgue,donc,bac,15,morgue
vin,15,frigo,15,morgue,donc,vin,15,morgue
carottes,15,frigo,15,morgue,donc,carottes,15,morgue
jus,15,frigo,15,morgue,donc,jus,15,morgue
étagère,15,frigo,15,morgue,donc,étagère,15,morgue
glace,15,frigo,15,morgue,donc,glace,15,morgue
mayonnaise,15,frigo,15,morgue,donc,mayonnaise,15,morgue
fruits,15,frigo,15,morgue,donc,fruits,15,morgue
oeufs,15,frigo,15,morgue,donc,oeufs,15,morgue
légumes,15,frigo,15,morgue,donc,légumes,15,morgue
jambon,15,frigo,15,morgue,donc,jambon,15,morgue
givre,15,frigo,15,morgue,donc,givre,15,morgue
eau,15,frigo,15,morgue,donc,eau,15,morgue
restes,15,frigo,15,morgue,donc,restes,15,morgue
légume,15,frigo,15,morgue,donc,légume,15,morgue
oeuf,15,frigo,15,morgue,donc,oeuf,15,morgue
conservation,15,frigo,15,morgue,donc,conservation,15,morgue
"sauce piquante",15,frigo,15,morgue,donc,"sauce piquante",15,morgue
"poisson pané",15,frigo,15,morgue,donc,"poisson pané",15,morgue
andouille,15,frigo,15,morgue,donc,andouille,15,morgue
chou-rave,15,frigo,15,morgue,donc,chou-rave,15,morgue
volaille,15,frigo,15,morgue,donc,volaille,15,morgue
"jus de pamplemousse",15,frigo,15,morgue,donc,"jus de pamplemousse",15,morgue
"fondant au chocolat",15,frigo,15,morgue,donc,"fondant au chocolat",15,morgue
"triple crème",15,frigo,15,morgue,donc,"triple crème",15,morgue
"viande bovine",15,frigo,15,morgue,donc,"viande bovine",15,morgue
"oeuf de poule",15,frigo,15,morgue,donc,"oeuf de poule",15,morgue
"oeufs au lait",15,frigo,15,morgue,donc,"oeufs au lait",15,morgue
"colonie bactérienne",15,frigo,15,morgue,donc,"colonie bactérienne",15,morgue
Fuji,15,frigo,15,morgue,donc,Fuji,15,morgue
décapode,15,frigo,15,morgue,donc,décapode,15,morgue
"crustacé décapode",15,frigo,15,morgue,donc,"crustacé décapode",15,morgue
"plat cuisiné surgelé",15,frigo,15,morgue,donc,"plat cuisiné surgelé",15,morgue
"fromage râpé",15,frigo,15,morgue,donc,"fromage râpé",15,morgue
piment,15,frigo,15,morgue,donc,piment,15,morgue
"fromage à pâte molle à croûte lavée",15,frigo,15,morgue,donc,"fromage à pâte molle à croûte lavée",15,morgue
plat,15,frigo,15,morgue,donc,plat,15,morgue
framboise,15,frigo,15,morgue,donc,framboise,15,morgue
"petit mot",15,frigo,15,morgue,donc,"petit mot",15,morgue
post-it,15,frigo,15,morgue,donc,post-it,15,morgue
dessins,15,frigo,15,morgue,donc,dessins,15,morgue
aimant,15,frigo,15,morgue,donc,aimant,15,morgue
glaçons,15,frigo,15,morgue,donc,glaçons,15,morgue
coca-cola,15,frigo,15,morgue,donc,coca-cola,15,morgue
charcuterie,15,frigo,15,morgue,donc,charcuterie,15,morgue
Coca-Cola,15,frigo,15,morgue,donc,Coca-Cola,15,morgue
pastèque,15,frigo,15,morgue,donc,pastèque,15,morgue
paëlla,15,frigo,15,morgue,donc,paëlla,15,morgue
paélia,15,frigo,15,morgue,donc,paélia,15,morgue
paella,15,frigo,15,morgue,donc,paella,15,morgue
pâtisserie,15,frigo,15,morgue,donc,pâtisserie,15,morgue
"beurre demi-sel",15,frigo,15,morgue,donc,"beurre demi-sel",15,morgue
"produit alimentaire",15,frigo,15,morgue,donc,"produit alimentaire",15,morgue
"denrée alimentaire",15,frigo,15,morgue,donc,"denrée alimentaire",15,morgue
escalope,15,frigo,15,morgue,donc,escalope,15,morgue
cocacola,15,frigo,15,morgue,donc,cocacola,15,morgue
"coca cola",15,frigo,15,morgue,donc,"coca cola",15,morgue
"fromage au lait de vache",15,frigo,15,morgue,donc,"fromage au lait de vache",15,morgue
"coeur de boeuf",15,frigo,15,morgue,donc,"coeur de boeuf",15,morgue
"noire de Crimée",15,frigo,15,morgue,donc,"noire de Crimée",15,morgue
"tomate Roma",15,frigo,15,morgue,donc,"tomate Roma",15,morgue
"tomate coeur-de-boeuf",15,frigo,15,morgue,donc,"tomate coeur-de-boeuf",15,morgue
"tomate coeur de boeuf",15,frigo,15,morgue,donc,"tomate coeur de boeuf",15,morgue
"tomate verte",15,frigo,15,morgue,donc,"tomate verte",15,morgue
"tomate ananas",15,frigo,15,morgue,donc,"tomate ananas",15,morgue
mozza,15,frigo,15,morgue,donc,mozza,15,morgue
"soda nature",15,frigo,15,morgue,donc,"soda nature",15,morgue
mahonnaise,15,frigo,15,morgue,donc,mahonnaise,15,morgue
magnonaise,15,frigo,15,morgue,donc,magnonaise,15,morgue
mozzarelle,15,frigo,15,morgue,donc,mozzarelle,15,morgue
yoghourth,15,frigo,15,morgue,donc,yoghourth,15,morgue
"Noire de Crimée",15,frigo,15,morgue,donc,"Noire de Crimée",15,morgue
"Triple crème",15,frigo,15,morgue,donc,"Triple crème",15,morgue
"Sauce piquante",15,frigo,15,morgue,donc,"Sauce piquante",15,morgue
"Coca cola",15,frigo,15,morgue,donc,"Coca cola",15,morgue
"Coca Cola",15,frigo,15,morgue,donc,"Coca Cola",15,morgue
steack,15,frigo,15,morgue,donc,steack,15,morgue
milkshake,15,frigo,15,morgue,donc,milkshake,15,morgue
"milk shake",15,frigo,15,morgue,donc,"milk shake",15,morgue
saumon,15,frigo,15,morgue,donc,saumon,15,morgue
mille-feuille,15,frigo,15,morgue,donc,mille-feuille,15,morgue
sole,15,frigo,15,morgue,donc,sole,15,morgue
avocat,15,frigo,15,morgue,donc,avocat,15,morgue
seiche,15,frigo,15,morgue,donc,seiche,15,morgue
vinaigrette,15,frigo,15,morgue,donc,vinaigrette,15,morgue
buf,15,frigo,15,morgue,donc,buf,15,morgue
boeuf,15,frigo,15,morgue,donc,boeuf,15,morgue
beurrier,15,frigo,15,morgue,donc,beurrier,15,morgue
bavette,15,frigo,15,morgue,donc,bavette,15,morgue
"=fruit juice=",15,frigo,15,morgue,donc,"=fruit juice=",15,morgue
=liver=,15,frigo,15,morgue,donc,=liver=,15,morgue
=vegetables=,15,frigo,15,morgue,donc,=vegetables=,15,morgue
"blanc de poulet",15,frigo,15,morgue,donc,"blanc de poulet",15,morgue
"bouteille de lait",15,frigo,15,morgue,donc,"bouteille de lait",15,morgue
uf,15,frigo,15,morgue,donc,uf,15,morgue
"reste de plat",15,frigo,15,morgue,donc,"reste de plat",15,morgue
"ingrédient de recette de cuisine",15,frigo,15,morgue,donc,"ingrédient de recette de cuisine",15,morgue
=conservation=,15,frigo,15,morgue,donc,=conservation=,15,morgue
"préparation culinaire",15,frigo,15,morgue,donc,"préparation culinaire",15,morgue
morue,15,frigo,15,morgue,donc,morue,15,morgue
bûche,15,frigo,15,morgue,donc,bûche,15,morgue
cafard,15,frigo,15,morgue,donc,cafard,15,morgue
blatte,15,frigo,15,morgue,donc,blatte,15,morgue
farcissure,15,frigo,15,morgue,donc,farcissure,15,morgue
=tomatoes=,15,frigo,15,morgue,donc,=tomatoes=,15,morgue
"Fromage au lait de vache",15,frigo,15,morgue,donc,"Fromage au lait de vache",15,morgue
frigo,15,glace,15,frigo,donc,frigo,15,frigo
frigidaire,15,glace,15,frigo,donc,frigidaire,15,frigo
"particule virale",15,=liver=,15,frigo,donc,"particule virale",15,frigo
virion,15,=liver=,15,frigo,donc,virion,15,frigo
=virion=,15,=liver=,15,frigo,donc,=virion=,15,frigo
froid,15,frigo,15,hôtel,donc,froid,15,hôtel
organe,15,frigo,15,hôtel,donc,organe,15,hôtel
tarte,15,frigo,15,hôtel,donc,tarte,15,hôtel
soda,15,frigo,15,hôtel,donc,soda,15,hôtel
gel,15,frigo,15,hôtel,donc,gel,15,hôtel
bière,15,frigo,15,hôtel,donc,bière,15,hôtel
aliment,15,frigo,15,hôtel,donc,aliment,15,hôtel
nourriture,15,frigo,15,hôtel,donc,nourriture,15,hôtel
"jus de fruit",15,frigo,15,hôtel,donc,"jus de fruit",15,hôtel
beurre,15,frigo,15,hôtel,donc,beurre,15,hôtel
boisson,15,frigo,15,hôtel,donc,boisson,15,hôtel
glaçon,15,frigo,15,hôtel,donc,glaçon,15,hôtel
yaourt,15,frigo,15,hôtel,donc,yaourt,15,hôtel
bouteille,15,frigo,15,hôtel,donc,bouteille,15,hôtel
fromage,15,frigo,15,hôtel,donc,fromage,15,hôtel
fruit,15,frigo,15,hôtel,donc,fruit,15,hôtel
citron,15,frigo,15,hôtel,donc,citron,15,hôtel
magnet,15,frigo,15,hôtel,donc,magnet,15,hôtel
crème,15,frigo,15,hôtel,donc,crème,15,hôtel
magnum,15,frigo,15,hôtel,donc,magnum,15,hôtel
schnaps,15,frigo,15,hôtel,donc,schnaps,15,hôtel
Chimay,15,frigo,15,hôtel,donc,Chimay,15,hôtel
rosé,15,frigo,15,hôtel,donc,rosé,15,hôtel
"plat cuisiné",15,frigo,15,hôtel,donc,"plat cuisiné",15,hôtel
brie,15,frigo,15,hôtel,donc,brie,15,hôtel
"mousse au chocolat",15,frigo,15,hôtel,donc,"mousse au chocolat",15,hôtel
"boisson froide",15,frigo,15,hôtel,donc,"boisson froide",15,hôtel
"bac à glace",15,frigo,15,hôtel,donc,"bac à glace",15,hôtel
tomate,15,frigo,15,hôtel,donc,tomate,15,hôtel
Mandrin,15,frigo,15,hôtel,donc,Mandrin,15,hôtel
lait,15,frigo,15,hôtel,donc,lait,15,hôtel
"fromage à raclette",15,frigo,15,hôtel,donc,"fromage à raclette",15,hôtel
poisson,15,frigo,15,hôtel,donc,poisson,15,hôtel
mozzarella,15,frigo,15,hôtel,donc,mozzarella,15,hôtel
"boisson fraîche",15,frigo,15,hôtel,donc,"boisson fraîche",15,hôtel
milk-shake,15,frigo,15,hôtel,donc,milk-shake,15,hôtel
"côte de porc",15,frigo,15,hôtel,donc,"côte de porc",15,hôtel
mâche,15,frigo,15,hôtel,donc,mâche,15,hôtel
"aliment contaminé",15,frigo,15,hôtel,donc,"aliment contaminé",15,hôtel
steak,15,frigo,15,hôtel,donc,steak,15,hôtel
dessert,15,frigo,15,hôtel,donc,dessert,15,hôtel
"tarte au citron",15,frigo,15,hôtel,donc,"tarte au citron",15,hôtel
"lait de vache",15,frigo,15,hôtel,donc,"lait de vache",15,hôtel
Orangina,15,frigo,15,hôtel,donc,Orangina,15,hôtel
"ingrédient de cuisine",15,frigo,15,hôtel,donc,"ingrédient de cuisine",15,hôtel
viande,15,frigo,15,hôtel,donc,viande,15,hôtel
"fruit à noyau",15,frigo,15,hôtel,donc,"fruit à noyau",15,hôtel
"boisson gazeuse",15,frigo,15,hôtel,donc,"boisson gazeuse",15,hôtel
orangeade,15,frigo,15,hôtel,donc,orangeade,15,hôtel
"viande de boeuf",15,frigo,15,hôtel,donc,"viande de boeuf",15,hôtel
truite,15,frigo,15,hôtel,donc,truite,15,hôtel
